	date	air_hum	air_hum_min	air_hum_max	air_temp	air_temp_min	air_temp_max	pluvm	down_mildew	powdery_mildew	botrytis	erysiphe
107	1/10/2022	92.986524	96.1	97.3	10.465098373	10.33	13.02	0.02200861	1	0	0	0
1552	1/10/2022	94.20761632	88.1	98.3	13.204269302	11.82	14.8	0.015675157	0	0	0	0
4282	1/10/2022	58.26595182	33.0	86.9	13.232262179	7.8	17.18	2.125e-06	0	0	0	0
3797	1/10/2022	94.08025569	97.6	91.4	-0.724237811	-4.96	2.18	0.015754075	0	0	0	0
3968	1/10/2022	66.16481913	39.5	82.1	12.444987742	4.17	20.5	0.002356839	0	0	0	0
143	1/10/2023	55.86570348	30.5	75.7	18.166937116	9.74	28.99	1.521e-06	0	0	0	0
5550	1/10/2023	64.35409968	38.9	88.9	19.86375011	12.44	25.22	0.008910835	0	0	0	0
2391	1/10/2023	76.57157497	65.1	89.9	9.189229591	8.19	10.79	2.3663e-05	0	0	0	0
623	1/10/2023	65.14930862	48.1	82.5	12.254862105	8.05	17.15	8e-09	0	0	0	0
5111	1/10/2023	75.3992254	58.7	83.3	11.197213544	5.81	19.09	4.1794e-05	0	0	0	0
3225	1/10/2024	50.40643306	34.2	65.5	18.43077833	10.32	24.1	1.91e-07	0	0	0	0
3012	1/11/2021	71.88840306	36.0	92.6	11.621458828	5.67	19.02	0.012077164	0	0	0	0
878	1/11/2021	60.53712128	31.3	81.7	24.035161993	17.83	31.05	0.005489476	1	0	0	0
4483	1/11/2021	71.81760023	57.7	82.7	16.501801613	9.29	22.98	0.006774932	0	0	0	0
2751	1/11/2021	73.03382656	55.8	87.6	6.864504783	2.69	10.57	0.000843945	0	0	0	0
5832	1/11/2021	94.85835806	84.5	97.7	-0.349137872	-4.49	3.02	0.016396156	0	0	0	0
1423	1/11/2022	67.4536425	43.9	81.9	8.006280169	2.3	14.6	0.000119341	0	0	0	0
2349	1/11/2022	86.88383045	64.1	95.7	9.01423583	6.04	14.28	0.018399138	0	0	0	0
1911	1/11/2023	45.54195765	24.0	78.5	29.880734629	18.0	39.66	2.7e-08	1	0	0	0
245	1/11/2023	62.73669694	35.6	86.4	15.479032572	11.49	23.39	0.00540753	0	0	0	0
1692	1/11/2023	51.03818302	27.9	80.0	25.462779597	16.63	34.46	8.036e-06	0	0	0	0
478	1/11/2023	70.78601047	43.3	89.4	17.189515139	12.3	26.21	0.059205886	0	0	0	0
832	1/11/2024	78.71018138	58.5	85.7	12.063461356	4.77	17.71	7.7541e-05	0	0	0	0
3625	1/11/2024	81.82657193	75.6	90.6	4.156894299	1.71	7.75	0.000226394	0	0	0	0
5224	1/11/2024	67.35681402	58.5	73.6	13.863087429	9.32	17.68	1e-09	0	0	0	0
3026	1/11/2024	64.72626901	52.0	74.6	10.254263758	6.98	15.61	0.001952676	0	0	0	0
376	1/11/2024	86.4838126	68.3	93.1	18.413302944	10.89	27.08	7.1591e-05	1	0	0	0
381	1/11/2024	88.73374936	89.1	94.7	9.927104421	6.19	11.47	0.123213312	0	0	0	0
4273	1/11/2024	96.43396184	97.6	95.9	1.688401702	-0.57	5.36	0.03669008	0	0	0	0
4716	1/12/2021	87.40457864	57.9	93.5	5.399298067	3.47	11.43	0.004427609	1	1	0	0
4350	1/12/2021	43.52999462	26.2	72.1	25.942911261	18.81	35.56	0.000662283	0	0	0	0
3442	1/12/2021	60.9694025	40.9	84.2	28.180383674	21.24	34.06	0.018085874	0	0	0	0
3688	1/12/2022	47.18020002	21.8	75.1	18.939814148	9.38	28.85	3.0829e-05	0	1	0	0
2894	1/12/2022	74.77859301	58.3	86.6	23.965710959	18.59	29.46	2.427e-06	0	0	0	0
1630	1/12/2022	82.54830424	60.6	92.9	8.310536609	2.92	12.84	0.069301963	0	0	0	0
5663	1/12/2022	59.73665435	36.0	84.0	9.414479734	3.16	17.76	0.000399599	0	0	0	0
1825	1/12/2022	65.3054604	51.0	88.3	5.291337714	1.79	8.71	0.000743118	0	0	0	0
4515	1/12/2023	62.30697755	44.3	79.1	9.281277783	3.57	14.12	0.001609702	0	0	0	0
1973	1/12/2023	78.18844367	42.7	89.7	12.353450062	7.55	17.45	0.000364823	0	0	0	0
6042	1/12/2024	61.8221787	33.2	79.4	17.710744967	6.19	29.89	0.004940341	0	0	0	0
5470	1/12/2024	89.29265508	84.5	93.6	0.214447103	-3.45	2.92	0.026226802	0	0	0	0
3673	1/12/2024	63.66794855	51.2	81.6	16.188056507	10.66	21.36	0.003199018	0	0	0	0
1224	1/13/2021	73.63801981	58.6	86.4	14.86861978	10.75	21.32	0.013708289	0	0	0	0
5016	1/13/2021	45.70701759	33.9	74.0	13.315051931	6.61	21.3	7.1575e-05	0	0	0	0
3465	1/13/2021	67.8136555	58.4	83.5	22.124900382	16.48	27.92	0.00024757	0	0	0	0
553	1/13/2021	85.48788336	69.3	94.8	14.447088889	10.31	20.48	0.008607475	0	0	0	0
2930	1/13/2021	80.50919462	63.1	88.9	5.665460084	3.66	11.36	0.001582171	0	0	0	0
1647	1/13/2022	85.66945483	79.2	92.9	10.898792568	11.54	13.1	0.000846415	0	0	0	0
1791	1/13/2022	84.05852235	69.9	90.5	10.458854674	8.88	15.13	0.02248425	0	1	0	0
4770	1/13/2022	83.64664248	67.3	93.6	16.215773803	10.87	19.83	0.008838387	0	1	0	0
3710	1/13/2022	72.85974242	48.6	87.5	7.232526262	2.82	14.27	0.024976158	0	0	0	0
4293	1/13/2022	74.72342719	54.0	87.6	23.541915111	18.48	26.68	0.02416191	0	0	0	0
4166	1/13/2022	80.60293388	61.6	93.2	7.832512214	2.23	15.64	0.000104817	0	0	0	0
3664	1/13/2022	58.75444898	30.6	84.7	21.75474328	11.5	32.93	3.6165e-05	0	0	0	0
2099	1/13/2023	81.38534363	70.2	91.8	10.321264589	10.72	9.68	0.009014129	0	0	0	0
2299	1/13/2024	44.48377071	18.0	77.1	29.353048967	21.0	37.12	5.9332e-05	0	0	0	0
3941	1/13/2024	38.88700501	24.5	60.1	30.318343636	21.49	39.26	6.69e-07	0	0	0	0
2263	1/13/2024	92.31959455	86.7	98.5	21.401075914	15.79	27.88	0.033659203	0	0	0	0
5548	1/13/2024	51.30264071	37.5	64.0	12.718028306	5.66	20.26	0.000252472	0	0	0	0
2712	1/13/2024	52.78980865	46.1	67.8	25.952060105	19.56	28.21	2.511e-06	0	0	0	0
4960	1/13/2024	61.5941173	42.4	79.5	22.685198722	11.91	34.46	0.000491133	0	0	0	0
3417	1/14/2021	74.77015375	47.8	89.4	17.285616854	15.55	23.82	0.023359238	0	0	0	0
1645	1/14/2021	53.87058373	27.0	83.5	24.888405649	17.97	29.63	0.002417457	0	0	0	0
3899	1/14/2021	75.75460875	59.1	92.9	26.284985196	18.63	34.2	0.000359284	1	1	0	0
5231	1/14/2021	62.4233371	38.6	85.9	8.917155152	2.68	14.64	0.007444868	0	0	0	0
3024	1/14/2022	75.44939922	56.9	90.5	18.001598566	9.06	26.41	9.126e-05	0	0	0	0
1929	1/14/2022	88.64492311	59.9	98.1	14.986220094	11.51	18.51	0.11184116	0	0	0	0
3156	1/14/2022	74.39342622	57.6	83.5	11.816409761	6.72	16.31	0.029983694	0	1	0	0
5087	1/14/2022	54.33572229	30.3	73.1	9.625264615	1.77	20.92	0.000114166	0	1	0	0
4622	1/14/2023	67.32604736	38.7	85.0	13.020008734	7.06	23.24	0.002936112	0	0	0	0
5334	1/14/2023	38.54496473	21.6	69.6	29.672814778	19.68	39.0	0.000294455	0	0	0	0
1333	1/14/2023	53.98048439	32.9	81.8	29.716183363	21.82	36.78	0.019024224	0	0	0	0
4005	1/14/2023	46.23385072	34.2	76.6	29.833705559	21.44	38.65	0.000119943	0	0	0	0
4513	1/14/2023	83.58937549	78.2	91.2	2.583350443	-0.49	6.38	0.000184885	0	0	0	0
992	1/14/2024	65.54241916	47.4	80.8	26.05487041	20.38	31.77	0.001537679	0	0	0	0
2940	1/14/2024	53.49506767	34.2	79.3	12.503203484	6.0	20.11	0.003960835	0	0	0	0
1234	1/14/2024	91.04418942	80.3	97.1	9.544100198	5.67	14.65	0.056875246	1	0	0	0
4919	1/14/2024	74.88257939	58.1	84.3	12.802298411	8.06	19.71	0.012538994	0	0	0	0
3011	1/14/2024	81.54572899	74.7	84.2	2.568326787	0.11	4.81	0.018059604	0	0	0	0
1171	1/14/2024	85.70837224	61.1	90.9	1.423728396	-3.92	9.42	0.015950822	0	0	0	0
3580	1/15/2021	50.23817738	29.7	76.3	22.332025075	15.66	31.76	0.015888307	0	0	0	0
3494	1/15/2021	49.77016422	35.1	74.6	30.001676909	21.64	37.54	0.001891953	0	0	0	0
434	1/15/2021	87.28606054	58.9	95.7	6.72025226	3.31	12.0	0.040672969	0	0	0	0
405	1/15/2021	76.41852326	46.5	94.3	6.320683647	-0.33	13.08	0.014657815	0	0	0	0
3246	1/15/2022	58.44768154	33.7	85.7	25.808305521	18.59	33.08	0.004341998	1	1	0	0
1703	1/15/2022	77.92599238	49.6	92.9	17.153548036	10.16	25.42	0.003043442	0	0	0	0
4388	1/15/2022	91.48463722	73.5	96.7	14.54229357	10.37	17.2	0.011038498	0	1	0	0
1621	1/15/2022	78.12381323	43.7	93.0	12.594769533	6.54	20.07	0.005428605	0	0	0	0
687	1/15/2022	92.81993826	72.8	94.5	12.587827302	10.66	19.66	0.005322126	0	0	0	0
3958	1/15/2022	63.0540319	35.2	80.4	19.484756641	13.28	25.13	0.011597162	1	1	0	0
1771	1/15/2023	64.87384284	55.3	76.8	9.266160901	3.89	16.29	2e-09	0	0	0	0
5450	1/15/2024	80.23743536	70.4	87.5	20.668678516	18.43	21.79	0.008236032	0	0	0	0
1874	1/15/2024	80.02726052	70.2	83.4	0.844770881	-2.47	5.61	0.00635299	0	0	0	0
2734	1/15/2024	56.68377154	39.1	82.9	30.387785253	21.93	37.79	0.001663466	0	1	0	0
3268	1/15/2024	93.75351107	91.9	92.6	11.97951409	12.77	13.71	0.007877364	1	0	0	0
3154	1/15/2024	84.768673	89.5	93.8	2.006412318	-0.7	5.14	2.9962e-05	0	0	0	0
751	1/16/2021	69.13715151	47.7	85.4	10.052531501	6.04	15.75	1.3514e-05	0	0	0	0
4327	1/16/2021	68.21724898	40.9	94.1	21.973107825	14.21	29.65	0.000166352	0	0	0	0
5383	1/16/2021	48.83227501	26.3	73.4	21.093451541	10.79	27.33	0.017879887	0	0	0	0
3929	1/16/2021	40.28456433	20.4	66.4	25.91151227	15.53	32.74	1.3982e-05	0	0	0	0
2782	1/16/2021	61.32965507	37.7	85.3	20.122790092	12.15	25.3	0.000189574	1	0	0	0
563	1/16/2021	76.25103086	60.5	79.1	0.923048239	-4.22	4.4	4.79e-05	0	0	0	0
4492	1/16/2022	88.85114179	71.3	92.9	11.067599782	6.53	14.35	0.04933305	0	0	0	0
3464	1/16/2022	78.18002782	50.2	87.5	12.099008547	8.0	22.93	0.001638369	1	1	0	0
127	1/16/2023	51.70759898	44.6	77.3	15.837672063	12.57	17.82	0.000142943	0	0	0	0
1755	1/16/2023	69.56361531	53.2	75.9	19.754916608	15.66	27.22	1.12e-07	1	1	0	0
5362	1/16/2023	58.51086061	33.2	84.5	15.804392551	4.92	25.72	0.000386927	0	0	0	0
3670	1/16/2024	83.26746886	62.9	93.5	7.932310479	2.29	15.24	0.023106393	0	0	0	0
1534	1/16/2024	94.84375561	93.1	96.3	12.885374836	12.58	18.3	0.040490286	0	0	0	0
2616	1/16/2024	86.75915096	78.3	93.6	8.04030296	5.73	11.45	0.004119649	0	0	0	0
3241	1/17/2021	80.63398284	68.6	91.2	13.252171359	7.78	17.6	0.000433489	0	0	0	0
2065	1/17/2022	78.30793257	67.3	87.3	7.348719703	4.19	11.83	0.005161593	0	0	0	0
1339	1/17/2022	77.56983042	45.9	86.0	5.148082039	0.66	9.94	0.004418912	0	0	0	0
795	1/17/2022	85.51805664	74.6	94.9	3.685925815	1.41	10.2	0.006080111	0	0	0	0
4132	1/17/2023	69.98502305	43.6	90.1	27.909607223	20.83	36.29	9.8418e-05	0	1	0	0
4490	1/17/2023	69.95018215	50.6	91.9	24.830733844	15.51	32.11	0.001924624	0	1	0	0
4003	1/17/2023	66.93267212	44.6	80.5	28.634351186	21.61	37.81	0.003751929	0	0	0	0
5200	1/17/2023	80.88878063	63.8	92.2	11.836396558	6.26	18.72	0.000441247	0	0	0	0
2881	1/17/2024	57.84865765	38.2	84.0	20.522594512	10.32	27.56	7.095e-06	1	0	0	0
5137	1/17/2024	46.73153562	29.3	65.1	26.467676928	17.11	36.21	0.000173576	0	0	0	0
4580	1/18/2022	80.99204663	66.4	83.0	9.171440801	5.97	14.88	0.010223727	0	0	0	0
819	1/18/2023	61.89183924	49.6	75.3	17.160402052	8.88	23.74	9.871e-06	0	0	0	0
4989	1/18/2024	84.11658957	70.6	89.8	12.271540492	5.72	19.98	0.002008229	0	0	0	0
704	1/18/2024	95.50414562	97.6	94.8	2.573859021	-0.29	6.05	0.0176662	0	0	0	0
4743	1/18/2024	68.14956254	58.9	81.9	20.724119187	11.23	25.87	9.0638e-05	0	0	0	0
5825	1/18/2024	68.33578641	54.0	81.6	14.650932867	6.81	21.91	0.000108473	0	0	0	0
5272	1/18/2024	70.65600173	62.4	82.2	19.716631848	12.8	24.62	0.003717627	0	0	0	0
308	1/18/2024	65.50279765	46.5	75.9	4.968163099	2.05	9.07	0.000995823	0	0	0	0
5377	1/18/2024	80.43509463	61.4	92.0	5.664658961	0.78	11.89	0.005535271	0	0	0	0
2	1/19/2021	84.70711824	73.0	94.1	9.458218722	8.6	12.53	0.101081972	0	0	0	0
2321	1/19/2021	86.41128361	79.9	91.5	7.510413069	5.15	13.62	0.000858453	0	0	0	0
3159	1/19/2021	74.01832354	53.4	89.1	28.698297029	21.61	33.57	0.01680145	0	0	0	0
3976	1/19/2021	76.81281275	59.2	89.6	16.549608793	13.65	21.92	0.002332933	0	0	0	0
4542	1/19/2021	55.86246182	33.0	78.2	16.146253502	9.58	22.18	0.004873863	1	1	0	0
1886	1/19/2021	72.78886492	55.1	87.1	15.506132554	10.86	19.67	0.011929637	1	1	0	0
5566	1/19/2022	73.48283092	44.1	89.9	2.011605632	-3.47	8.42	0.001429084	0	0	0	0
3206	1/19/2022	63.89060184	41.4	84.0	20.560968389	12.26	29.74	0.000408323	0	1	0	0
3561	1/19/2022	93.88982259	81.5	97.9	11.405452828	5.86	15.07	0.019381603	0	0	0	0
5473	1/19/2022	73.60315367	53.0	93.0	25.778855311	17.94	33.4	7.6061e-05	0	0	0	0
1991	1/19/2022	73.97555445	51.2	90.1	11.350121025	4.5	18.01	0.000539059	0	0	0	0
3000	1/19/2023	63.24402858	39.6	85.8	14.541444154	6.15	22.97	0.004585125	0	0	0	0
3983	1/19/2023	91.9502977	88.6	97.0	6.290541992	1.74	9.61	0.007817299	0	0	0	0
2825	1/19/2023	77.22814915	56.2	88.0	16.689893331	11.51	27.0	0.000579736	0	1	0	0
93	1/19/2024	89.63547449	97.6	88.0	17.822736339	15.04	15.78	0.013133998	0	0	0	0
5447	1/19/2024	89.57076239	74.5	93.1	6.217502225	0.01	13.63	8.9977e-05	0	0	0	0
3389	1/19/2024	57.68913326	47.3	66.1	28.12419378	20.7	34.73	0.001274465	0	0	0	0
2920	1/19/2024	55.15729059	34.8	78.4	20.485871555	12.53	29.49	0.000789229	1	0	0	0
549	1/19/2024	69.84787284	47.8	83.9	20.970592508	15.53	26.45	0.020937206	0	0	0	0
1114	1/19/2024	93.18641763	93.1	93.8	-0.874710563	-5.19	1.88	0.000182803	0	0	0	0
4596	1/19/2024	61.95819182	49.2	81.7	24.837200919	17.82	32.22	0.001905801	0	0	0	0
2926	1/19/2024	69.48549255	59.3	84.8	18.761824664	14.31	25.12	0.000251152	0	0	0	0
1590	1/2/2021	74.2009572	42.4	88.8	9.728262054	4.5	18.34	7.528e-06	0	0	0	0
1608	1/2/2021	72.64748859	52.3	94.4	8.969150907	4.01	13.9	0.000711215	0	0	0	0
3956	1/2/2021	69.78046766	49.7	87.6	24.73648363	19.02	30.19	0.006742754	0	0	0	0
5517	1/2/2021	75.10121511	49.0	87.4	9.950402226	2.9	18.41	0.006686354	0	0	0	0
5166	1/2/2021	82.39717729	60.7	91.6	14.469605056	9.03	18.25	0.005558344	0	0	0	0
5953	1/2/2021	56.89759388	34.0	78.4	13.471984825	5.56	21.86	7.6188e-05	0	0	0	0
4769	1/2/2022	72.01405964	58.7	83.2	7.226407205	5.25	11.45	0.013344582	0	0	0	0
3007	1/2/2022	64.73422065	33.0	93.3	19.65372575	9.49	30.12	0.004073601	0	0	0	0
373	1/2/2022	47.8926861	33.4	73.3	14.211974714	5.5	25.75	0.000189011	0	0	0	0
5755	1/2/2022	91.00170083	89.5	95.0	12.291404901	11.39	13.15	0.001007418	0	0	0	0
507	1/2/2022	84.89302915	69.1	93.8	7.603158039	3.43	11.15	1.1994e-05	0	0	0	0
2827	1/2/2022	67.45374893	37.7	87.9	25.466318671	18.43	32.56	0.014947518	0	0	0	0
1740	1/2/2023	93.36108898	97.6	97.6	14.955248853	15.28	15.5	0.068152954	0	1	0	0
4551	1/2/2023	80.01841462	55.5	94.2	2.908025409	-0.45	7.49	0.013030098	0	0	0	0
2532	1/2/2023	61.07026902	49.8	65.8	15.921898605	11.86	19.96	1.54e-07	0	0	0	0
1268	1/2/2024	83.29464384	72.3	89.7	13.787927761	10.98	19.55	1.73e-07	0	0	0	0
1957	1/2/2024	89.53617173	83.4	95.4	3.634982428	-0.57	7.43	0.022291975	0	0	0	0
4820	1/20/2021	83.54025654	61.6	94.7	2.730804776	-2.41	8.23	0.03195538	0	0	0	0
3340	1/20/2021	64.91725448	40.9	89.6	17.826512021	10.78	26.24	0.00180423	0	0	0	0
2645	1/20/2021	65.90253854	42.4	86.4	23.424617755	15.88	30.81	0.001424721	0	0	0	0
425	1/20/2022	63.76017351	46.4	77.7	5.616722444	2.07	12.94	0.001101796	0	0	0	0
2211	1/20/2022	88.4864455	73.2	97.5	12.407067316	9.24	18.17	0.001517977	0	0	0	0
5028	1/20/2022	66.04191896	40.2	91.2	20.620964136	14.51	26.83	0.000108832	0	0	0	0
409	1/20/2022	78.3935099	70.8	93.2	6.253300326	3.69	11.53	0.029038351	1	0	0	0
1768	1/20/2023	61.35050496	54.1	74.2	24.607253628	19.57	28.39	0.002992412	0	0	0	0
1705	1/20/2023	72.63113498	63.1	91.1	5.390753378	1.86	8.96	0.000557372	0	0	0	0
4474	1/20/2023	72.70220674	49.8	91.9	17.685847119	13.97	27.04	0.015637865	0	0	0	0
5467	1/20/2023	56.17867521	29.9	81.2	18.406305033	10.86	25.51	0.001759649	0	0	0	0
2194	1/20/2024	85.69532836	68.7	93.2	24.216256918	19.3	27.51	0.031433286	0	0	0	0
302	1/20/2024	68.98004952	52.3	84.7	3.995048263	0.08	8.1	0.000664139	0	0	0	0
3013	1/20/2024	86.07923138	67.7	91.8	21.833926743	16.04	26.42	0.040857659	0	0	0	0
403	1/20/2024	74.85065124	56.5	88.8	19.2883623	14.62	23.55	0.003337859	0	0	0	0
884	1/21/2021	87.16776931	80.1	92.3	4.706840238	1.33	8.33	0.039371022	1	1	0	0
4206	1/21/2021	68.71670962	50.1	86.1	7.487468797	2.23	10.31	0.005396066	0	0	0	0
5437	1/21/2021	58.57614449	26.6	88.6	17.404072134	8.27	23.94	0.000259474	0	0	0	0
5127	1/21/2022	75.9911819	55.0	88.5	17.635616563	10.79	21.89	0.004363309	0	0	0	0
336	1/21/2022	64.73010728	39.9	79.6	8.240428997	1.08	19.44	5.232e-06	0	1	0	0
3632	1/21/2022	82.6201172	64.8	92.2	7.853493463	1.83	13.93	0.009022836	0	0	0	0
1181	1/21/2022	82.87871051	64.4	92.0	16.566092044	13.15	21.56	0.008733297	0	1	0	0
5880	1/21/2023	84.31042534	86.8	89.4	6.270856528	2.97	8.89	0.00949026	0	0	0	0
2014	1/21/2023	86.85037428	68.3	92.7	2.166785915	-0.25	6.31	1.519e-06	0	0	0	0
174	1/21/2023	53.51449631	29.9	82.7	15.979443495	9.31	23.1	0.014412535	0	0	0	0
1398	1/21/2024	63.40554369	40.3	88.9	11.434663155	4.17	19.69	0.00280134	0	1	0	0
2519	1/21/2024	90.65887175	85.0	94.7	2.4013377	-3.16	5.33	0.010702804	0	0	0	0
5934	1/21/2024	54.6661904	35.8	75.9	24.912882805	17.39	33.83	1e-09	1	1	0	0
228	1/21/2024	72.80140309	53.1	90.8	27.839604398	21.45	34.5	0.001998516	0	0	0	0
1336	1/21/2024	63.50249022	36.3	78.0	14.915332202	6.23	25.53	1.8e-08	0	0	0	0
4222	1/21/2024	88.92479927	81.7	90.3	7.957520425	7.62	8.7	0.031144614	0	0	0	0
4250	1/22/2021	48.09915625	20.7	84.8	25.886850053	13.9	35.72	0.011336247	0	0	0	0
458	1/22/2021	67.87369418	43.8	82.7	8.566409117	2.56	14.38	3.538e-06	0	0	0	0
4450	1/22/2022	90.09686433	84.4	94.2	4.029869966	4.53	7.16	0.008428631	0	0	0	0
2416	1/22/2022	69.1099144	40.1	86.0	18.78441945	12.46	27.62	0.001913554	0	0	0	0
3895	1/22/2022	91.37979955	64.7	97.4	9.313385714	4.88	15.02	0.006547274	1	0	0	0
312	1/22/2022	75.35645444	55.8	78.1	13.817139318	6.79	22.32	2e-09	0	1	0	0
3964	1/22/2022	86.62741586	69.5	95.5	12.844671745	11.7	19.25	0.010602498	0	0	0	0
1589	1/22/2022	86.86693979	65.3	91.7	2.911481467	-0.98	7.37	0.004498475	0	0	0	0
1781	1/22/2023	96.41291088	97.6	96.8	-0.512489749	-4.1	2.12	0.075360803	0	0	0	0
242	1/22/2023	80.19904731	63.4	81.9	14.710119225	12.56	18.03	0.014878768	0	0	0	0
3830	1/22/2023	65.30784574	50.5	83.2	21.912173655	14.7	28.78	0.000466187	0	0	0	0
5638	1/22/2023	67.997797	50.5	83.4	13.939445063	8.84	19.78	0.02218663	0	0	0	0
5110	1/22/2023	60.66146467	33.7	84.3	25.627820506	17.3	34.16	4.957e-06	1	1	0	0
2692	1/22/2023	86.53421259	57.6	95.2	11.482285578	6.18	16.56	0.015394511	0	0	0	0
3967	1/22/2023	37.0308601	21.9	54.1	22.948455282	13.86	30.33	0.002123547	0	0	0	0
3923	1/22/2024	74.27201675	54.7	84.0	10.184751807	3.91	18.99	0.00584509	0	0	0	0
3982	1/22/2024	64.9265625	47.2	83.0	15.875825024	9.94	23.77	0.000540629	0	0	0	0
5970	1/22/2024	76.33299791	54.5	94.7	24.604641449	15.97	29.48	0.001455616	1	0	0	0
4940	1/23/2021	44.64889415	28.0	67.6	31.190169315	22.48	40.19	3.9954e-05	0	0	0	0
547	1/23/2021	71.62408313	52.5	89.0	15.925384519	10.15	23.95	0.002785648	0	0	0	0
1091	1/23/2022	41.00364175	26.9	63.8	14.301564197	7.38	19.25	8.6349e-05	0	0	0	0
2170	1/23/2022	55.34509248	47.9	71.9	25.706077124	19.2	30.66	0.000609183	0	0	0	0
4689	1/23/2022	59.36470676	39.7	78.6	21.177378487	13.86	26.98	0.000146315	0	0	0	0
1382	1/23/2023	46.66451348	30.2	66.7	26.183434278	18.64	33.42	0.000175522	0	0	0	0
4921	1/23/2023	77.75920614	51.3	92.6	11.95904717	5.05	20.07	0.00209036	0	0	0	0
880	1/23/2023	89.31999618	70.5	95.0	7.853373938	3.36	12.04	0.044644856	0	0	0	0
1353	1/23/2023	68.27215719	46.5	86.6	15.281724043	10.5	20.51	9.2121e-05	0	0	0	0
4433	1/23/2024	69.04128395	60.6	76.6	19.806592562	12.41	21.94	0.019337318	0	0	0	0
2798	1/24/2021	81.8150326	56.8	89.2	4.144992525	4.17	8.18	0.000308009	0	0	0	0
3840	1/24/2021	55.43646626	34.3	74.2	6.859399196	0.19	14.47	3.46e-07	0	0	0	0
5109	1/24/2021	63.65209494	35.6	83.2	18.770430325	9.67	26.97	0.001933593	0	0	1	0
2397	1/24/2021	84.60064521	57.7	87.3	2.220410388	-1.59	5.88	0.040695667	0	0	0	0
4366	1/24/2021	47.94336627	29.4	66.8	16.773367171	9.53	28.17	0.001171341	1	0	0	0
1233	1/24/2022	68.28988863	53.3	84.2	10.562676959	8.91	16.4	0.004308986	0	0	0	0
394	1/24/2022	97.20233315	97.6	99.3	4.372689901	1.08	9.79	0.032952277	0	1	0	0
4178	1/24/2022	64.58062198	49.3	83.8	16.072999347	11.32	18.98	0.001691396	0	0	0	0
65	1/24/2023	74.8222798	62.4	79.4	11.785302851	4.81	20.78	1.16e-07	0	1	0	0
3672	1/24/2023	45.16529765	18.5	60.7	28.733302464	21.07	38.01	0.000103037	0	0	0	0
560	1/24/2023	72.62513975	60.0	82.9	10.421580168	4.94	16.18	3.87e-07	0	0	0	0
5328	1/24/2024	75.60753024	72.4	72.7	3.454423993	-1.35	7.94	0.000223064	0	0	0	0
3224	1/24/2024	72.09204149	61.0	86.3	20.017427804	14.54	25.96	0.00704266	0	0	0	0
4051	1/25/2021	70.27458204	46.7	91.8	11.849613505	6.93	17.45	9.3365e-05	0	0	0	0
5363	1/25/2021	86.27072045	63.8	94.4	16.173132432	11.73	23.44	0.022366954	0	0	0	0
5594	1/25/2021	86.71359336	78.5	96.0	22.225997411	18.13	22.35	0.012425867	1	0	0	0
